loss,mape,val_loss,val_mape
0.06090198829770088,236609.65625,0.0442747138440609,178.99061584472656
0.05149448662996292,174646.140625,0.02594321221113205,279.56353759765625
0.04274794086813927,198912.15625,0.03309239447116852,113.03996276855469
0.03624889627099037,161296.90625,0.019801154732704163,219.7185516357422
0.028777698054909706,124617.2265625,0.011492089368402958,73.33480072021484
0.023373575881123543,140697.265625,0.013141708448529243,133.9018096923828
0.02091500721871853,68195.2734375,0.023181069642305374,49.531490325927734
0.018921809270977974,73257.921875,0.007252296432852745,81.87168884277344
0.01664816215634346,72902.734375,0.01474115438759327,42.800437927246094
0.01615399494767189,71144.1015625,0.01132433582097292,87.78861999511719
0.01451065856963396,67006.3359375,0.008245832286775112,38.81638717651367
0.011805130168795586,37706.015625,0.004609328228980303,38.93722915649414
0.01226558443158865,53511.09375,0.012843322940170765,91.88404083251953
0.011379212141036987,69289.421875,0.014061675406992435,40.883758544921875
0.011411820538341999,41541.44921875,0.007519097533077002,73.25305938720703
0.010042349807918072,57923.109375,0.00428280932828784,39.247520446777344
0.009396493434906006,69350.4140625,0.006219624076038599,68.12026977539062
0.00859089381992817,54586.09765625,0.0032863779924809933,41.90214920043945
0.007511518895626068,45288.5859375,0.0032792382407933474,49.21940231323242
0.00685473158955574,54509.99609375,0.016318753361701965,41.721248626708984
0.008394129574298859,53259.70703125,0.005685023032128811,38.08995819091797
0.006549897603690624,42286.4921875,0.004663702566176653,59.87638473510742
0.0067272367887198925,50377.09765625,0.003269689157605171,49.83447265625
0.0064171249978244305,54481.48046875,0.003244570456445217,41.60627365112305
0.006446770392358303,49142.41796875,0.003044931683689356,46.379005432128906
0.005995696876198053,38006.82421875,0.005323854275047779,38.118019104003906
0.005985094700008631,45620.45703125,0.0037877459544688463,54.99052047729492
0.005373293999582529,56052.28125,0.005717454478144646,65.7635726928711
0.005580981727689505,52918.59375,0.004088735673576593,38.87289810180664
0.0052286796271800995,51542.9140625,0.0031787483021616936,48.269012451171875
0.0051978095434606075,57161.0234375,0.004718007054179907,37.45896530151367
0.005299376789480448,53359.9140625,0.00334881991147995,39.51822280883789
0.004804466851055622,47218.02734375,0.005302113015204668,36.47207260131836
0.00488639809191227,47660.32421875,0.0031084560323506594,46.129127502441406
0.0048593319952487946,48695.3671875,0.003141891909763217,40.22880172729492
0.004884287249296904,51191.27734375,0.0047022076323628426,36.636173248291016
0.004698713310062885,50096.9375,0.003084627678617835,45.0662841796875
0.004626718815416098,49091.59375,0.0035082073882222176,49.484134674072266
0.004388585686683655,47898.4140625,0.0033672507852315903,48.308692932128906
0.004593078047037125,50212.75,0.0032196848187595606,38.26529312133789
0.004388981033116579,54958.50390625,0.0030888572800904512,38.27393341064453
0.0043760668486356735,48704.79296875,0.003973923623561859,35.522281646728516
0.004195502959191799,44841.87109375,0.00620698556303978,34.38048553466797
0.004376696422696114,45970.609375,0.0034899082966148853,47.619728088378906
0.003993583377450705,49547.76171875,0.003824298968538642,50.06052017211914
0.004083799663931131,47565.015625,0.0035928981378674507,47.71757888793945
0.0040971958078444,38152.578125,0.002951325150206685,39.529151916503906
0.004189993720501661,46586.703125,0.0032540839165449142,44.18391036987305
0.003874095855280757,51785.58984375,0.0029373392462730408,39.050113677978516
0.004100254271179438,41206.125,0.002929744543507695,39.02310562133789
0.00392681872472167,44239.15234375,0.003201510524377227,34.93682098388672
0.004227005876600742,42026.83984375,0.00394044304266572,49.27446365356445
0.0038733130786567926,43324.0,0.003876324510201812,48.82926559448242
0.004117781762033701,50084.62890625,0.003239462850615382,34.43406677246094
0.0038966056890785694,44531.77734375,0.004396587610244751,51.633750915527344
0.0038943993858993053,36852.57421875,0.0029143057763576508,37.4456901550293
0.00384389515966177,41488.2109375,0.003127922536805272,34.8238639831543
0.004008975811302662,38557.54296875,0.0029136037919670343,38.263153076171875
0.0037391174118965864,37764.55078125,0.0037402960006147623,32.17902374267578
0.0038730776868760586,40703.7890625,0.0030478055123239756,34.386940002441406
0.003787243040278554,42158.75,0.0037371558137238026,46.82549285888672
0.003789173671975732,43120.18359375,0.002900697523728013,36.20939254760742
0.0037333350628614426,39716.44921875,0.003774619661271572,46.517574310302734
0.0037219275254756212,45725.26953125,0.0028955654706805944,35.86287307739258
0.0037941718474030495,43800.1953125,0.003063559764996171,39.9879264831543
0.003708962816745043,39355.2734375,0.002908772323280573,35.00883102416992
0.0035660937428474426,43268.99609375,0.004982628859579563,51.791683197021484
0.003729721996933222,38426.35546875,0.0029763178899884224,33.73008728027344
0.0038004585076123476,36254.40234375,0.0039093769155442715,30.901777267456055
0.003603750141337514,41067.86328125,0.003424576949328184,31.27582550048828
0.0036691532004624605,36116.90625,0.003369318088516593,42.37265396118164
0.0036345140542834997,38699.75,0.0029891137965023518,33.090965270996094
