loss,mape,val_loss,val_mape,lr
0.02508201077580452,1585995.0,0.01911112293601036,1265677.375,0.01
0.017551856115460396,1381513.625,0.019660919904708862,726177.375,0.01
0.01196928322315216,995235.375,0.005995385814458132,659694.4375,0.01
0.0060753426514565945,676053.8125,0.004317962098866701,770118.875,0.01
0.004569642711430788,581922.4375,0.003873632289469242,461563.4375,0.01
0.0038130609318614006,516913.3125,0.002959813689813018,598865.9375,0.01
0.003291454166173935,477059.4375,0.0028627433348447084,370510.90625,0.01
0.0028613703325390816,415739.3125,0.002532036742195487,499227.03125,0.01
0.0026402142830193043,384613.25,0.0022242702543735504,301159.96875,0.01
0.0023747815284878016,353410.90625,0.0021400554105639458,416884.78125,0.01
0.0022073774598538876,332506.15625,0.0017862984677776694,296562.25,0.01
0.002079402096569538,312923.1875,0.0016667406307533383,357164.78125,0.01
0.001961398869752884,300187.5,0.0016569808358326554,258025.390625,0.01
0.001880762167274952,283726.78125,0.0015154427383095026,311884.0625,0.01
0.0018153013661503792,273095.96875,0.0016722502186894417,222892.46875,0.01
0.0017341496422886848,257949.015625,0.0014508102321997285,300647.15625,0.01
0.0017235141713172197,252142.15625,0.0016146601410582662,203823.84375,0.01
0.0016688790637999773,242785.890625,0.001492014736868441,280907.34375,0.01
0.0016216362128034234,237768.875,0.0016222905833274126,192611.578125,0.01
0.001626261742785573,228611.28125,0.001370031270198524,255374.703125,0.01
0.0015654590679332614,227100.40625,0.0013548018177971244,198377.734375,0.01
0.0015295905759558082,218821.921875,0.0013242382556200027,247268.953125,0.01
0.00153546582441777,212721.359375,0.0013973833993077278,173338.84375,0.01
0.0014982541324570775,207809.4375,0.0012706693960353732,222751.15625,0.01
0.0014990844065323472,207464.15625,0.001319863717071712,184894.203125,0.01
0.0014744261279702187,198526.71875,0.001298517920076847,228480.078125,0.01
0.001466827467083931,200166.875,0.0012794987997040153,176369.859375,0.01
0.0014461901737377048,194130.890625,0.0012342967092990875,221148.46875,0.01
0.001433550613000989,194419.734375,0.0012868517078459263,170242.53125,0.01
0.001427873270586133,193016.5625,0.001246003550477326,185350.53125,0.01
0.0013984388206154108,188566.25,0.0012819034745916724,144503.265625,0.01
0.0014008758589625359,184704.234375,0.001292609958909452,206502.265625,0.01
0.0013900852063670754,183600.484375,0.0011942541459575295,178452.203125,0.01
0.0013843484921380877,182077.8125,0.0012937587453052402,181671.546875,0.01
0.0013787505449727178,179934.5625,0.00126487051602453,153755.046875,0.01
0.0013503044610843062,176737.0,0.0012515803100541234,213773.484375,0.01
0.0013719911221414804,175706.046875,0.0012505169725045562,145071.65625,0.01
0.0013296478427946568,176093.8125,0.0011844842229038477,198595.46875,0.01
0.0013592393370345235,174659.609375,0.0012530296808108687,198932.796875,0.01
0.0013448294484987855,170818.953125,0.001260102610103786,193035.359375,0.01
0.0013372808462008834,172152.515625,0.0013249290641397238,139850.609375,0.01
0.0013082082150503993,167950.125,0.0011705642100423574,204689.234375,0.01
0.0013293891679495573,169474.34375,0.00126725435256958,167941.65625,0.01
0.001299160299822688,167290.546875,0.0011423410614952445,199888.546875,0.01
0.0013201162219047546,167744.6875,0.001139210187830031,155897.765625,0.01
0.0012959555024281144,166788.3125,0.0011899418896064162,190611.421875,0.01
0.0012987826485186815,164473.234375,0.0011941328411921859,180066.78125,0.01
0.0012990677496418357,161827.0625,0.0011604514438658953,194587.625,0.01
0.0012920084409415722,164605.1875,0.001185414963401854,137721.421875,0.01
0.0012812924105674028,163243.9375,0.0012403419241309166,155279.453125,0.01
0.001273066969588399,160633.71875,0.0012806786689907312,134915.03125,0.01
0.0012742428807541728,159321.59375,0.0011391382431611419,178692.96875,0.01
0.001272727968171239,160759.421875,0.0011480259709060192,114757.5,0.01
0.001260693883523345,157735.0,0.0011624617036432028,177831.9375,0.01
0.0012806202284991741,158301.625,0.0011410542065277696,110617.4453125,0.01
0.0012514448026195168,157254.734375,0.001177145168185234,134851.234375,0.01
0.0012601844500750303,154903.234375,0.0011899927631020546,114293.34375,0.01
0.0012515181442722678,155512.09375,0.0010767076164484024,179323.21875,0.01
0.0012714724289253354,155603.4375,0.0011607802007347345,117536.8125,0.01
0.001235826057381928,155249.1875,0.001143640954978764,211699.375,0.01
0.0012641357025131583,155504.28125,0.0011104417499154806,132805.890625,0.01
0.0012255950132384896,152082.3125,0.001125524053350091,169493.796875,0.01
0.001259006094187498,150164.015625,0.0010929263662546873,126467.7890625,0.01
0.0012201002100482583,151315.671875,0.0011868076398968697,141852.8125,0.01
0.0012405102606862783,149836.828125,0.0011140279239043593,128554.203125,0.01
0.0012357342056930065,147890.921875,0.0011059374082833529,193812.625,0.01
0.001232184236869216,148270.703125,0.0010858356254175305,162622.546875,0.01
0.001237634802237153,148190.203125,0.0011061166878789663,123818.7734375,0.01
0.0012403286527842283,146804.046875,0.0011406679404899478,138553.0,0.01
0.0012178709730505943,147019.46875,0.0011654631234705448,185980.0625,0.01
0.0012293130857869983,147666.28125,0.0010825047502294183,157371.28125,0.01
0.0012188865803182125,144279.90625,0.0011679052840918303,148738.390625,0.01
0.0012118933955207467,144438.109375,0.0011571154464036226,149240.03125,0.01
0.0012345063732936978,145566.09375,0.0011344028171151876,147655.40625,0.01
0.001209421083331108,146084.03125,0.0010929106501862407,113907.8046875,0.01
0.0012141071492806077,143996.6875,0.0011114630615338683,185365.96875,0.01
0.0012098816223442554,143405.6875,0.001120660686865449,139700.046875,0.01
0.0012134634889662266,143111.828125,0.0011137144174426794,156207.6875,0.01
0.0012233771849423647,141248.125,0.001088429824449122,129457.5390625,0.01
0.001206684741191566,139107.9375,0.0011443544644862413,140749.921875,0.01
0.001200426951982081,143065.625,0.0011331869754940271,121307.78125,0.01
0.0012189409462735057,140654.859375,0.0010933928424492478,160231.671875,0.01
0.001213773968629539,142201.859375,0.0010642663110047579,155996.28125,0.01
0.0012028645724058151,141463.65625,0.001114523271098733,185006.203125,0.01
0.00119667942635715,141211.578125,0.0010844157077372074,149369.421875,0.01
0.0012112478725612164,138811.828125,0.0011339710326865315,119768.234375,0.01
